flow_type,customs_office,product,partner,value
import,Rochefort,autres produits,Europe,7200.0005
import,Rochefort,autres produits,Ports francs et petites îles,4867.8003
import,Rochefort,autres produits,Europe,16590
import,Rochefort,autres produits,Europe,137525
import,Rochefort,autres produits,Europe,32219.252
import,Rochefort,autres produits,Europe,2093
import,Rochefort,autres produits,Europe,427.5
import,Rochefort,autres produits,Ports francs et petites îles,132
import,Rochefort,autres produits,Europe,99744.75
import,Rochefort,autres produits,Grande Bretagne,3479
import,La Rochelle,"produit colonial ('Café', 'Sucre', 'Indigo', 'Coton non transformé')","Colonies (Saint-Domingue, Indes, îles fr de l'Amérique)",39008
import,Rochefort,autres produits,Grande Bretagne,20013.6
import,Rochefort,autres produits,Grande Bretagne,9226
import,Rochefort,autres produits,Europe,11312
import,Rochefort,autres produits,Europe,3206.3999
import,Rochefort,autres produits,Europe,25038.002
import,Rochefort,autres produits,Grande Bretagne,1540
import,Rochefort,autres produits,Grande Bretagne,180
import,La Rochelle,autres produits,"Colonies (Saint-Domingue, Indes, îles fr de l'Amérique)",2544
import,Rochefort,autres produits,Ports francs et petites îles,30012.75
import,Rochefort,autres produits,Europe,9130.4004
import,Rochefort,autres produits,Ports francs et petites îles,12948.001
import,Rochefort,autres produits,Ports francs et petites îles,237.59999
import,Rochefort,autres produits,Europe,10800
import,Rochefort,autres produits,Ports francs et petites îles,200
import,Rochefort,autres produits,Europe,3816.0002
import,Rochefort,autres produits,Ports francs et petites îles,1005
import,Rochefort,autres produits,Ports francs et petites îles,199
import,Rochefort,autres produits,Ports francs et petites îles,315
import,Rochefort,autres produits,Grande Bretagne,330
import,Rochefort,autres produits,Europe,319
import,Rochefort,autres produits,Ports francs et petites îles,1800
import,Rochefort,autres produits,Grande Bretagne,1850
import,Rochefort,autres produits,Europe,300
import,Rochefort,autres produits,Europe,950
import,Rochefort,autres produits,Europe,584
import,Rochefort,autres produits,Ports francs et petites îles,120
import,Rochefort,autres produits,Grande Bretagne,68544.672
import,Rochefort,autres produits,Europe,372
import,Rochefort,autres produits,Europe,21323
import,Rochefort,autres produits,Ports francs et petites îles,9959.25
import,Rochefort,autres produits,Europe,178.5
import,La Rochelle,autres produits,"Colonies (Saint-Domingue, Indes, îles fr de l'Amérique)",810
import,Rochefort,autres produits,Europe,1182
import,Rochefort,autres produits,Ports francs et petites îles,147964
import,Rochefort,autres produits,Ports francs et petites îles,691.25
import,Rochefort,autres produits,Ports francs et petites îles,5208
import,Rochefort,autres produits,Grande Bretagne,15317.75
import,Rochefort,autres produits,Europe,47950
import,Rochefort,autres produits,Ports francs et petites îles,1063.5
import,Rochefort,eau-de-vie et vins divers,Ports francs et petites îles,160
import,Rochefort,eau-de-vie et vins divers,Ports francs et petites îles,300
import,Rochefort,eau-de-vie et vins divers,Europe,264
import,Rochefort,autres produits,Ports francs et petites îles,486
import,Saint-Martin-de-Ré,autres produits,Europe,120
import,Saint-Martin-de-Ré,autres produits,Grande Bretagne,5183.75
import,Saint-Martin-de-Ré,autres produits,Europe,1800
import,Saint-Martin-de-Ré,autres produits,Europe,1188
import,Saint-Martin-de-Ré,autres produits,Europe,12400
import,Saint-Martin-de-Ré,autres produits,Europe,1540
import,La Rochelle,autres produits,"Colonies (Saint-Domingue, Indes, îles fr de l'Amérique)",3330
import,Rochefort,autres produits,"Colonies (Saint-Domingue, Indes, îles fr de l'Amérique)",1431
import,Saint-Martin-de-Ré,autres produits,Europe,25.200001
import,Saint-Martin-de-Ré,autres produits,Europe,69103.203
import,Saint-Martin-de-Ré,autres produits,Europe,5200
import,Saint-Martin-de-Ré,autres produits,Europe,216
import,Saint-Martin-de-Ré,autres produits,Europe,1270
import,Saint-Martin-de-Ré,autres produits,Europe,180
import,Saint-Martin-de-Ré,autres produits,Europe,1260
import,Saint-Martin-de-Ré,autres produits,Ports francs et petites îles,457.50003
import,Saint-Martin-de-Ré,autres produits,Ports francs et petites îles,3487.5002
import,Saint-Martin-de-Ré,autres produits,Europe,11772
import,Saint-Martin-de-Ré,autres produits,Europe,1200
import,Saint-Martin-de-Ré,autres produits,Reste du monde (USA),12000
import,Saint-Martin-de-Ré,autres produits,Europe,1215
import,Saint-Martin-de-Ré,autres produits,Reste du monde (USA),3300.0002
import,Saint-Martin-de-Ré,autres produits,Europe,280.80002
import,Saint-Martin-de-Ré,autres produits,Europe,2860
import,Saint-Martin-de-Ré,autres produits,Europe,30240
import,Saint-Martin-de-Ré,autres produits,Grande Bretagne,1000
import,Saint-Martin-de-Ré,autres produits,Ports francs et petites îles,210
import,Saint-Martin-de-Ré,autres produits,Europe,123
import,La Rochelle,autres produits,"Colonies (Saint-Domingue, Indes, îles fr de l'Amérique)",13401
import,Saint-Martin-de-Ré,eau-de-vie et vins divers,Ports francs et petites îles,61405.777
import,Saint-Martin-de-Ré,autres produits,Reste du monde (USA),2680
import,Saint-Martin-de-Ré,autres produits,Europe,15750.001
import,Saint-Martin-de-Ré,autres produits,Europe,4950
import,Saint-Martin-de-Ré,autres produits,Ports francs et petites îles,2443.5
import,La Rochelle,eau-de-vie et vins divers,"Colonies (Saint-Domingue, Indes, îles fr de l'Amérique)",328
import,Saint-Martin-de-Ré,autres produits,Europe,5928.75
import,Rochefort,eau-de-vie et vins divers,"Colonies (Saint-Domingue, Indes, îles fr de l'Amérique)",7170
import,Saint-Martin-de-Ré,autres produits,Ports francs et petites îles,680
import,Saint-Martin-de-Ré,autres produits,Ports francs et petites îles,1360
import,Saint-Martin-de-Ré,autres produits,Ports francs et petites îles,11280
import,Saint-Martin-de-Ré,autres produits,Europe,570
import,Saint-Martin-de-Ré,autres produits,Grande Bretagne,450
import,Saint-Martin-de-Ré,autres produits,Europe,1370
import,Saint-Martin-de-Ré,autres produits,Europe,400
import,Saint-Martin-de-Ré,autres produits,Grande Bretagne,21502
import,Saint-Martin-de-Ré,autres produits,Europe,585
import,Saint-Martin-de-Ré,autres produits,Grande Bretagne,25010.799
import,Saint-Martin-de-Ré,autres produits,Ports francs et petites îles,5930.0996
import,La Rochelle,autres produits,"Colonies (Saint-Domingue, Indes, îles fr de l'Amérique)",159
import,Saint-Martin-de-Ré,autres produits,Europe,187.5
import,Saint-Martin-de-Ré,autres produits,Ports francs et petites îles,160
import,Saint-Martin-de-Ré,autres produits,Europe,1400
import,Saint-Martin-de-Ré,autres produits,Europe,120
import,Saint-Martin-de-Ré,autres produits,Ports francs et petites îles,202
import,Saint-Martin-de-Ré,autres produits,Ports francs et petites îles,144
import,La Rochelle,autres produits,"Colonies (Saint-Domingue, Indes, îles fr de l'Amérique)",1562
import,Saint-Martin-de-Ré,autres produits,Europe,3847.5002
import,Rochefort,autres produits,"Colonies (Saint-Domingue, Indes, îles fr de l'Amérique)",1073
import,Saint-Martin-de-Ré,autres produits,Europe,220
import,Saint-Martin-de-Ré,autres produits,Europe,360
import,Saint-Martin-de-Ré,autres produits,Europe,112.5
import,Saint-Martin-de-Ré,autres produits,Ports francs et petites îles,1960
import,Saint-Martin-de-Ré,autres produits,Reste du monde (USA),170
import,Saint-Martin-de-Ré,autres produits,Ports francs et petites îles,25558.201
import,Saint-Martin-de-Ré,autres produits,Europe,1260
import,Saint-Martin-de-Ré,autres produits,Europe,262.20001
import,Saint-Martin-de-Ré,autres produits,Europe,1126.7999
import,Saint-Martin-de-Ré,autres produits,Ports francs et petites îles,340
import,Saint-Martin-de-Ré,autres produits,Ports francs et petites îles,266
import,Saint-Martin-de-Ré,eau-de-vie et vins divers,Ports francs et petites îles,219
import,La Rochelle,autres produits,"Colonies (Saint-Domingue, Indes, îles fr de l'Amérique)",37710
import,Charente,autres produits,Grande Bretagne,500
import,Charente,autres produits,Ports francs et petites îles,4400
import,Charente,autres produits,Ports francs et petites îles,106
import,Charente,autres produits,Europe,100
import,Charente,autres produits,Ports francs et petites îles,8285
import,Charente,autres produits,Ports francs et petites îles,360
import,Charente,autres produits,Reste du monde (USA),17466.4
import,Charente,autres produits,Grande Bretagne,7290
import,Charente,autres produits,Grande Bretagne,8670
import,Charente,autres produits,Europe,330
import,Charente,eau-de-vie et vins divers,Ports francs et petites îles,7128
import,Charente,autres produits,Grande Bretagne,945
import,Charente,autres produits,Grande Bretagne,1039
import,Charente,autres produits,Grande Bretagne,232.5
import,Charente,autres produits,Ports francs et petites îles,357.35001
import,Charente,autres produits,Europe,3787.5
import,Charente,autres produits,Grande Bretagne,813.20001
import,Charente,autres produits,Europe,912
import,Charente,autres produits,Europe,1338
import,Charente,autres produits,Ports francs et petites îles,1296
import,La Rochelle,autres produits,"Colonies (Saint-Domingue, Indes, îles fr de l'Amérique)",4080
import,Charente,autres produits,Europe,71271.25
import,Rochefort,autres produits,"Colonies (Saint-Domingue, Indes, îles fr de l'Amérique)",72
import,Charente,autres produits,Europe,19926.27
import,Charente,autres produits,Europe,56218.785
import,Charente,autres produits,Europe,4705.9204
import,Charente,autres produits,Europe,1585.8
import,Charente,autres produits,Ports francs et petites îles,162
import,Charente,autres produits,Ports francs et petites îles,286
import,Charente,autres produits,Europe,7099
import,Charente,autres produits,Ports francs et petites îles,391
import,Charente,autres produits,Grande Bretagne,142
import,Charente,autres produits,Europe,112
import,Charente,autres produits,Europe,165
import,La Rochelle,autres produits,Afrique,47556
import,Charente,autres produits,Grande Bretagne,348
import,Charente,autres produits,Ports francs et petites îles,810
import,Charente,autres produits,Grande Bretagne,9645
import,Charente,autres produits,Ports francs et petites îles,167
import,Charente,autres produits,Grande Bretagne,160
import,Charente,autres produits,Europe,110
import,Charente,autres produits,Europe,130
import,Charente,sel,Ports francs et petites îles,98151
import,Charente,autres produits,Ports francs et petites îles,376
import,Charente,autres produits,Grande Bretagne,336
import,Charente,autres produits,Ports francs et petites îles,1490
import,Marennes,autres produits,Ports francs et petites îles,4840
import,Marennes,autres produits,Europe,7480
import,Marennes,autres produits,Grande Bretagne,8500
import,Marennes,autres produits,Ports francs et petites îles,2220
import,Marennes,autres produits,Ports francs et petites îles,5595
import,Marennes,autres produits,Ports francs et petites îles,21
import,La Rochelle,autres produits,Europe,5106.3003
import,La Rochelle,autres produits,Ports francs et petites îles,120
import,La Rochelle,autres produits,Ports francs et petites îles,7241.4004
import,La Rochelle,autres produits,Europe,750
import,La Rochelle,autres produits,Ports francs et petites îles,4980
import,La Rochelle,autres produits,Europe,7263
import,La Rochelle,autres produits,Reste du monde (USA),1608
import,La Rochelle,autres produits,Grande Bretagne,17116.5
import,La Rochelle,autres produits,Europe,2892.75
import,La Rochelle,autres produits,Ports francs et petites îles,280
import,La Rochelle,autres produits,Europe,1910
import,La Rochelle,autres produits,Europe,34.722221
import,La Rochelle,autres produits,Europe,12910
import,La Rochelle,autres produits,Europe,2784
import,La Rochelle,autres produits,Europe,1614
import,La Rochelle,autres produits,Europe,400
import,La Rochelle,autres produits,Ports francs et petites îles,62435.402
import,La Rochelle,autres produits,Europe,673.20001
import,La Rochelle,autres produits,Europe,351.60001
import,La Rochelle,autres produits,Europe,11760
import,La Rochelle,autres produits,Ports francs et petites îles,1710
import,La Rochelle,autres produits,Europe,135
import,La Rochelle,autres produits,Europe,180
import,La Rochelle,autres produits,Ports francs et petites îles,894
import,La Rochelle,autres produits,Ports francs et petites îles,300
import,La Rochelle,autres produits,Europe,1500
import,La Rochelle,autres produits,Europe,6000
import,La Rochelle,autres produits,Ports francs et petites îles,9375
import,La Rochelle,autres produits,Europe,720
import,La Rochelle,autres produits,Europe,540
import,La Rochelle,autres produits,Europe,1050
import,La Rochelle,autres produits,Europe,6000
import,La Rochelle,autres produits,Europe,170.40001
import,La Rochelle,autres produits,Europe,150
import,La Rochelle,autres produits,Europe,100
import,La Rochelle,autres produits,Europe,153.60001
import,La Rochelle,autres produits,Ports francs et petites îles,234
import,La Rochelle,autres produits,Europe,2160
import,La Rochelle,autres produits,Europe,120.00001
import,La Rochelle,"produit colonial ('Café', 'Sucre', 'Indigo', 'Coton non transformé')",Ports francs et petites îles,1426.8
import,La Rochelle,"produit colonial ('Café', 'Sucre', 'Indigo', 'Coton non transformé')",Ports francs et petites îles,14191.5
import,La Rochelle,"produit colonial ('Café', 'Sucre', 'Indigo', 'Coton non transformé')",Ports francs et petites îles,700
import,La Rochelle,autres produits,Europe,57199
import,La Rochelle,autres produits,Ports francs et petites îles,300
import,La Rochelle,autres produits,Ports francs et petites îles,1639.8
import,La Rochelle,autres produits,Ports francs et petites îles,3255.0002
import,La Rochelle,autres produits,Grande Bretagne,310609.5
import,La Rochelle,autres produits,Grande Bretagne,7339.1499
import,La Rochelle,autres produits,Ports francs et petites îles,241.14999
import,La Rochelle,autres produits,Europe,38675
import,La Rochelle,autres produits,Europe,42243.598
import,La Rochelle,autres produits,Grande Bretagne,16080
import,La Rochelle,autres produits,Europe,705
import,La Rochelle,autres produits,Europe,180
import,La Rochelle,autres produits,Ports francs et petites îles,66000
import,La Rochelle,autres produits,Ports francs et petites îles,2484.8899
import,La Rochelle,autres produits,Ports francs et petites îles,112.5
import,La Rochelle,autres produits,Ports francs et petites îles,21276
import,La Rochelle,"produit colonial ('Café', 'Sucre', 'Indigo', 'Coton non transformé')",Ports francs et petites îles,37408
import,La Rochelle,"produit colonial ('Café', 'Sucre', 'Indigo', 'Coton non transformé')",Ports francs et petites îles,3328
import,La Rochelle,autres produits,Grande Bretagne,154
import,La Rochelle,autres produits,Europe,3045
import,La Rochelle,autres produits,Ports francs et petites îles,192
import,La Rochelle,autres produits,Grande Bretagne,7552.9995
import,La Rochelle,autres produits,Europe,14186.899
import,La Rochelle,autres produits,Ports francs et petites îles,246.40001
import,La Rochelle,autres produits,Europe,8000
import,La Rochelle,autres produits,Grande Bretagne,4770
import,La Rochelle,autres produits,Ports francs et petites îles,6719
import,La Rochelle,autres produits,Europe,1664
import,La Rochelle,autres produits,Ports francs et petites îles,16244
import,La Rochelle,autres produits,Ports francs et petites îles,1620
import,La Rochelle,autres produits,Ports francs et petites îles,1375.2001
import,La Rochelle,autres produits,Ports francs et petites îles,1016.5
import,La Rochelle,autres produits,Ports francs et petites îles,2117
import,La Rochelle,autres produits,Europe,422
import,La Rochelle,autres produits,Ports francs et petites îles,1048.95
import,La Rochelle,autres produits,Grande Bretagne,1365
import,La Rochelle,autres produits,Grande Bretagne,300
import,La Rochelle,autres produits,Europe,5632.8003
import,La Rochelle,autres produits,Grande Bretagne,1040
import,La Rochelle,autres produits,Ports francs et petites îles,1173
import,La Rochelle,autres produits,Ports francs et petites îles,796
import,La Rochelle,eau-de-vie et vins divers,Ports francs et petites îles,129536.35
import,La Rochelle,autres produits,Grande Bretagne,508
import,La Rochelle,autres produits,Europe,1240
import,La Rochelle,autres produits,Ports francs et petites îles,144
import,La Rochelle,autres produits,Grande Bretagne,6360
import,La Rochelle,autres produits,Grande Bretagne,2529
import,La Rochelle,autres produits,Europe,300
import,La Rochelle,autres produits,Reste du monde (USA),4580
import,La Rochelle,autres produits,Ports francs et petites îles,403
import,La Rochelle,autres produits,Grande Bretagne,8220
import,La Rochelle,autres produits,Ports francs et petites îles,1600
import,La Rochelle,autres produits,Ports francs et petites îles,1230.75
import,La Rochelle,autres produits,Ports francs et petites îles,225
import,La Rochelle,autres produits,Grande Bretagne,52496
import,La Rochelle,autres produits,Grande Bretagne,564
import,La Rochelle,autres produits,Europe,2375.4001
import,La Rochelle,autres produits,Europe,7085
import,La Rochelle,autres produits,Europe,6122
import,La Rochelle,autres produits,Europe,377
import,La Rochelle,autres produits,Europe,600
import,La Rochelle,autres produits,Grande Bretagne,210.00002
import,La Rochelle,autres produits,Europe,459.00003
import,La Rochelle,autres produits,Grande Bretagne,175
import,La Rochelle,autres produits,Europe,68695
import,La Rochelle,autres produits,Ports francs et petites îles,1962
import,La Rochelle,autres produits,Europe,150
import,La Rochelle,autres produits,Ports francs et petites îles,390
import,La Rochelle,autres produits,Ports francs et petites îles,4600
import,La Rochelle,autres produits,Ports francs et petites îles,1377
import,La Rochelle,autres produits,Ports francs et petites îles,243
import,La Rochelle,autres produits,Europe,243
import,La Rochelle,autres produits,Europe,7155
import,La Rochelle,autres produits,Europe,594
import,La Rochelle,autres produits,Ports francs et petites îles,853
import,La Rochelle,autres produits,Europe,156750
import,La Rochelle,autres produits,Europe,126012.5
import,La Rochelle,autres produits,Ports francs et petites îles,5460
import,La Rochelle,autres produits,Grande Bretagne,9600
import,La Rochelle,autres produits,Europe,24854
import,La Rochelle,autres produits,Europe,23630
import,La Rochelle,autres produits,Ports francs et petites îles,4815.9004
import,La Rochelle,autres produits,Ports francs et petites îles,900.00006
import,La Rochelle,autres produits,Europe,5859.3003
import,La Rochelle,autres produits,Reste du monde (USA),5707.5
import,La Rochelle,autres produits,Ports francs et petites îles,240
import,La Rochelle,autres produits,Europe,418.5
import,La Rochelle,autres produits,Ports francs et petites îles,6020
import,La Rochelle,autres produits,Europe,5532.1001
import,La Rochelle,autres produits,Ports francs et petites îles,83814.297
import,La Rochelle,autres produits,Grande Bretagne,432
import,La Rochelle,autres produits,Europe,100
import,La Rochelle,autres produits,Europe,5200
import,La Rochelle,autres produits,Europe,120
import,La Rochelle,autres produits,Ports francs et petites îles,396
import,La Rochelle,autres produits,Ports francs et petites îles,192
import,La Rochelle,autres produits,Europe,190
import,La Rochelle,autres produits,Ports francs et petites îles,933
import,La Rochelle,autres produits,Ports francs et petites îles,921
import,La Rochelle,autres produits,Grande Bretagne,286
import,La Rochelle,autres produits,Europe,489
import,La Rochelle,autres produits,Europe,153
import,La Rochelle,autres produits,Ports francs et petites îles,394
import,La Rochelle,autres produits,Grande Bretagne,1024
import,La Rochelle,autres produits,Europe,2575
import,La Rochelle,autres produits,Ports francs et petites îles,2056
import,La Rochelle,autres produits,Europe,166
import,La Rochelle,autres produits,Europe,34770
import,La Rochelle,autres produits,Europe,100
import,La Rochelle,autres produits,Europe,485
import,La Rochelle,autres produits,Europe,940
import,La Rochelle,autres produits,Europe,1960
import,La Rochelle,autres produits,Ports francs et petites îles,1620
import,La Rochelle,autres produits,Europe,529.60004
import,La Rochelle,autres produits,Ports francs et petites îles,4200
import,La Rochelle,autres produits,Reste du monde (USA),420
import,La Rochelle,autres produits,Europe,71236
import,La Rochelle,autres produits,Europe,27162
import,La Rochelle,autres produits,Europe,114
import,La Rochelle,autres produits,Ports francs et petites îles,2664
import,La Rochelle,autres produits,Europe,880
import,La Rochelle,autres produits,Europe,233.5
import,La Rochelle,autres produits,Ports francs et petites îles,1500
import,La Rochelle,autres produits,Grande Bretagne,26604.9
import,La Rochelle,autres produits,Europe,21199.801
import,La Rochelle,autres produits,Ports francs et petites îles,405
import,La Rochelle,autres produits,Europe,6225
import,La Rochelle,autres produits,Europe,675
import,La Rochelle,autres produits,Ports francs et petites îles,5274.8501
import,La Rochelle,autres produits,Europe,672.34998
import,La Rochelle,autres produits,Europe,2180
import,La Rochelle,autres produits,Grande Bretagne,277
import,La Rochelle,autres produits,Grande Bretagne,560
import,La Rochelle,autres produits,Ports francs et petites îles,785296.19
import,La Rochelle,sel,Ports francs et petites îles,14209
import,La Rochelle,autres produits,Ports francs et petites îles,9274.75
import,La Rochelle,autres produits,Ports francs et petites îles,3007.8
import,La Rochelle,autres produits,Ports francs et petites îles,130.89999
import,La Rochelle,autres produits,Europe,891.09998
import,La Rochelle,autres produits,Ports francs et petites îles,405
import,La Rochelle,autres produits,Ports francs et petites îles,1881
import,La Rochelle,autres produits,Grande Bretagne,6525.75
import,La Rochelle,autres produits,Ports francs et petites îles,360
import,La Rochelle,autres produits,Grande Bretagne,225
import,La Rochelle,autres produits,Ports francs et petites îles,9660
import,La Rochelle,autres produits,Ports francs et petites îles,2240
import,La Rochelle,autres produits,Ports francs et petites îles,1152
import,La Rochelle,autres produits,Ports francs et petites îles,288
import,La Rochelle,autres produits,Europe,100161.6
import,La Rochelle,autres produits,Ports francs et petites îles,340
import,La Rochelle,autres produits,Ports francs et petites îles,8793
import,La Rochelle,autres produits,Europe,153
import,La Rochelle,eau-de-vie et vins divers,Ports francs et petites îles,2918
import,La Rochelle,eau-de-vie et vins divers,Ports francs et petites îles,462
import,La Rochelle,autres produits,Ports francs et petites îles,2830
import,La Rochelle,autres produits,Ports francs et petites îles,2983
import,La Rochelle,eau-de-vie et vins divers,Ports francs et petites îles,255
